KR1728LI, Full Time Employee, 1963-07-05, 59, 1987-12-03, 1999-09-18, Performance, Female, Single, M1, JML, 35449.62, Germany, EUR, Berlin, Production, GER1, Christianity
UXF7O3RV, Full Time Employee, 1975-07-10, 47, 2021-07-21, 2022-01-21, Return to school, Male, Married, M2, JML, 43199.50, US, USD, Phoenix, Engineering, US5, Christianity
1ZG981D0, Full Time Employee, 1987-06-21, 35, 2018-05-15, 2022-02-01, Career change, Male, Married, M5, SML, 76549.35, Germany, EUR, Bonn, Sales & Marketing, GER1, Islam
WVC7UVUS, Full Time Employee, 1986-10-19, 36, 2018-08-24, , , Female, Married, M2, JML, 43198.37, US, USD, Boise, Logistics, US6, Jewish
Q5A9HBHN, Temporary Employee, 1995-03-13, 27, 2018-04-17, , , Male, Widowed, N2, NML, 32748.40, Germany, EUR, Frankfurt, Customer Service, GER2, Islam
88J2APUD, Temporary Employee, 1976-10-05, 46, 2000-05-02, , , Male, Separated, M2, JML, 43198.61, India, INR, Vizag, Production, IN2, Hinduism
DJM90UTW, Temporary Employee, 1999-03-21, 23, 2021-03-08, , , Male, Divorced, M4, MML, 61546.08, US, USD, Boise, Production, US6, Athiest
I4YB2CD9, Full Time Employee, 1991-07-01, 31, 2022-06-16, 2022-07-13, Performance, Female, Divorced, M1, JML, 35451.86, US, USD, New York, Production, US4, Christianity
VZ5DNDTF, Full Time Employee, 1998-09-18, 24, 2022-12-01, 2023-02-06, Relocation, Female, Single, M4, MML, 61547.80, US, USD, Boston, Engineering, US4, Jewish
5O73GWTG, Full Time Employee, 1992-05-29, 30, 2022-03-30, , , Male, Separated, M4, MML, 61548.10, India, INR, Bangalore, Logistics, IN2, Sikhism
6L2CLSZY, Full Time Employee, 1982-01-03, 41, 2022-08-30, 2023-01-15, AWOL, Female, Single, M3, MML, 53050.72, US, USD, New York, Production, US5, Christianity
8QTHYI4I, Full Time Employee, 2002-05-12, 20, 2021-06-29, , , Female, Widowed, M7, TML, 106452.11, Germany, EUR, Berlin, Production, GER2, Islam
51MX8VGK, Full Time Employee, 1964-01-11, 59, 1990-04-26, 2006-09-19, Return to school, Male, Widowed, M2, JML, 43201.36, Germany, EUR, Frankfurt, Production, GER2, Christianity
B8T9YZ4P, Full Time Employee, 1989-03-30, 33, 2013-05-22, 2022-08-23, Career change, Male, Married, M3, MML, 53048.90, Germany, EUR, Bonn, Production, GER2, Christianity
0VEQ8474, Full Time Employee, 1980-09-10, 42, 2015-10-17, , , Female, Widowed, M2, JML, 43201.17, India, INR, Bangalore, Production, IN2, Jainism
5YSKMPHR, Full Time Employee, 1974-10-17, 48, 2022-02-16, 2022-09-09, Relocation, Male, Married, M2, JML, 43196.95, India, INR, Bangalore, Production, IN1, Sikhism
JMYLMHJN, Fixed Term Contractual Employee, 1966-03-27, 56, 1990-01-15, , , Male, Divorced, M6, SML, 95348.76, India, INR, Chennai, Production, IN1, Jainism
5TAP21LL, Fixed Term Contractual Employee, 1983-04-06, 39, 2012-07-21, , , Female, Married, M2, JML, 43202.36, Germany, EUR, Bonn, Production, GER2, Islam
6ZBUNZ3J, Full Time Employee, 2000-01-03, 23, 2019-09-10, , , Female, Married, M4, MML, 61549.83, US, USD, Phoenix, Customer Service, US1, Athiest
1GWFNDWW, Wage Boarder, 2004-10-13, 18, 2023-01-22, 2023-01-23, Return to school, Female, Separated, M1, JML, 35449.85, India, INR, Bangalore, Production, IN3, Islam
9OXZZI3H, Full Time Employee, 1988-06-26, 34, 2009-03-03, 2017-06-29, Medical issues, Female, Separated, M2, JML, 43198.85, Germany, EUR, Frankfurt, Production, GER1, Christianity
CVHQJT70, Casual Employee, 1967-03-30, 55, 2000-12-16, , , Female, Married, M3, MML, 53049.30, Germany, EUR, Frankfurt, Production, GER1, Christianity
XW5PCSYA, Full Time Employee, 1992-11-29, 30, 2021-06-24, , , Male, Married, M7, TML, 106448.49, Germany, EUR, Frankfurt, Engineering, GER1, Islam
9SS5PKXT, Full Time Employee, 1972-03-21, 50, 2015-05-31, 2021-03-28, Medical issues, Female, Widowed, M3, MML, 53050.38, Germany, EUR, Berlin, Sales & Marketing, GER2, Christianity
3TQIS2R8, Full Time Employee, 1968-10-01, 54, 2017-05-07, 2021-07-21, AWOL, Male, Divorced, M3, MML, 53049.00, Germany, EUR, Frankfurt, Engineering, GER2, Christianity
FCPS2H5N, Full Time Employee, 1975-11-10, 47, 2000-12-12, , , Male, Married, N2, NML, 32754.42, India, INR, Chennai, Engineering, IN2, Jainism
