IE4UFYCM, Full Time Employee, 1995-03-21,27, 2022-07-26, 2022-09-01, Career change,Voluntary, Male, Divorced, M6, SML,95351.34, Denmark, Aalborg, Sales & Marketing, DM1, Jewish, Danish, 
IDN9AYET, Full Time Employee, 1970-03-02,53, 2020-05-29, , ,, Female, Divorced, M2, JML,43201.37, Italy, Florence, Production, IT2, Islam, Italian, 
0FWK9Y5V, Full Time Employee, 1996-05-01,26, 2018-09-22, 2020-07-31, Relocation,Voluntary, Male, Single, M4, MML,61549.62, Denmark, Aalborg, Sales & Marketing, DM3, Athiest, Danish, 
XCL5REU1, Full Time Employee, 2000-03-13,22, 2018-04-09, , ,, Female, Separated, M4, MML,61547.72, Italy, Naples, Customer Service, IT1, Islam, Italian, 
JYY90MQU, Full Time Employee, 1983-11-11,39, 2012-04-28, , ,, Male, Single, M6, SML,95349.43, Indonesia, Bandung, Production, IA3, Hinduism, Javanese, 
Z2CSK9JO, Full Time Employee, 2000-09-10,22, 2019-09-24, , ,, Male, Widowed, M2, JML,43201.25, China, Shanghai, Production, CN4, Taoism, Han Chinese, 
9GY97KG1, Full Time Employee, 1961-02-12,62, 2016-07-09, , ,, Female, Widowed, M1, JML,35451.7, Belgium, Brussels, Logistics, BL2, Jewish, Moroccan, 
8LO4GRLZ, Full Time Employee, 2000-08-18,22, 2018-12-06, , ,, Male, Widowed, M1, JML,35452.79, India, Chennai, Production, IN1, Christianity, Indo-Aryan, 
G71ZM2I2, Full Time Employee, 1985-03-26,37, 2017-04-26, , ,, Female, Married, M3, MML,53048.71, United Kingdom, York, Engineering, UK1, Jewish, Black British, 
4T4T5THF, Full Time Employee, 2003-10-30,19, 2022-02-08, , ,, Female, Widowed, M5, SML,76549.5, China, Guangzhou, Logistics, CN1, Christianity, Han Chinese, 
L341A5IC, Full Time Employee, 2002-08-25,20, 2021-10-06, , ,, Male, Widowed, N2, NML,32753.77, China, Peking, Engineering, CN4, Islam, Han Chinese, 
66UCXKDS, Full Time Employee, 1994-12-13,28, 2014-03-03, , ,, Female, Separated, M2, JML,43197.3, Italy, Florence, Production, IT2, Islam, Italian, 
XUCILB6C, Full Time Employee, 1989-06-06,33, 2008-09-19, , ,, Male, Divorced, M6, SML,95349.63, China, Beijing, Logistics, CN5, Buddhism, Han Chinese, 
3FOODIAM, Full Time Employee, 1966-09-21,56, 1991-06-01, 1997-01-07, Gross misconduct,Involuntary, Male, Married, M1, JML,35447.31, Netherlands, Eindhoven, Logistics, NL2, Athiest, Dutch, 
NE43P2QN, Full Time Employee, 1981-02-26,42, 2019-05-15, , ,, Male, Separated, M3, MML,53048.26, China, Chongqing, Production, CN6, Buddhism, Han Chinese, 
8PXM8C25, Full Time Employee, 1974-11-09,48, 2011-08-09, , ,, Female, Separated, N2, NML,32750.37, China, Guangzhou, Production, CN3, Buddhism, Han Chinese, 
C7FYG2AG, Full Time Employee, 1965-07-18,57, 1994-09-04, 2002-03-23, Return to school,Voluntary, Female, Widowed, M2, JML,43198.3, Belgium, Brussels, Production, BL2, Athiest, Belgian, 
VXMWO6P7, Casual Employee, 1974-12-05,48, 2020-07-16, , ,, Male, Divorced, N2, NML,32748.87, Denmark, Aalborg, Production, DM1, Athiest, Danish, 
O3LHZT63, Full Time Employee, 1976-10-16,46, 2020-12-25, 2023-02-04, Medical issues,Voluntary, Male, Married, M4, MML,61549.14, India, Delhi, Production, IN1, Buddhism, Indo-Aryan, 
YJKU5DRV, Full Time Employee, 1992-09-15,30, 2016-03-21, , ,, Male, Single, M1, JML,35448.89, Netherlands, Amsterdam, Production, NL2, Christianity, Dutch, 
O5MYBSJ1, Full Time Employee, 1973-03-10,49, 2009-05-29, , ,, Female, Single, M6, SML,95348.12, Netherlands, Eindhoven, Production, NL3, Christianity, EU(excluding Dutch), Surinamese
FD31AF3D, Full Time Employee, 1967-01-08,56, 1987-11-03, , ,, Male, Divorced, M1, JML,35450.48, United Kingdom, York, Sales & Marketing, UK1, Islam, White, 
PD7X70ZN, Full Time Employee, 1972-12-01,50, 2008-07-10, 2021-03-17, Medical issues,Voluntary, Male, Married, M4, MML,61548.49, Belgium, Antwerp, Logistics, BL2, Christianity, Belgian, 
TMO2PU3T, Full Time Employee, 1988-07-16,34, 2016-08-19, , ,, Female, Widowed, M3, MML,53054.91, India, Hyderabad, Packing, IN1, Jainism, Indo-Aryan, 
XV5M39XC, Full Time Employee, 1975-06-07,47, 2019-01-12, , ,, Female, Widowed, M1, JML,35448.82, China, Chengdu, Production, CN5, Buddhism, Han Chinese, 
1VDPS7XN, Full Time Employee, 1979-02-13,44, 2012-09-13, , ,, Male, Single, M2, JML,43202.88, Indonesia, Jakarta, Procurement, IA3, Christianity, Javanese, 
XJTMR80X, Full Time Employee, 1995-11-08,27, 2020-08-16, , ,, Female, Separated, M1, JML,35451.58, United Kingdom, Portsmouth, Stores, UK2, Hindu, White, 
5DTOMWQ2, Casual Employee, 1989-09-29,33, 2020-10-28, , ,, Female, Married, M5, SML,76551.59, Netherlands, Amsterdam, Logistics, NL3, Jewish, Dutch, 
QB1C3JBV, Full Time Employee, 1988-06-29,34, 2020-04-01, , ,, Male, Married, M1, JML,35448.43, Netherlands, Amsterdam, Production, NL1, Islam, Dutch, 
Y1R2KSQY, Full Time Employee, 1980-07-14,42, 2008-04-16, , ,, Male, Separated, M3, MML,53049.4, Denmark, Esbjerg, Engineering, DM2, Jewish, Polish, Turkish
IMKC74J9, Full Time Employee, 1985-09-09,37, 2022-08-11, , ,, Female, Widowed, M1, JML,35451.11, Indonesia, Surabaya, Production, IA1, Christianity, Javanese, 
IGXEL1O8, Full Time Employee, 1998-12-22,24, 2022-09-05, , ,, Female, Divorced, M1, JML,35449.29, India, Chennai, Production, IN1, Christianity, Dravidian, 
ERVCO0M0, Full Time Employee, 1985-02-20,38, 2019-01-03, , ,, Female, Single, M1, JML,35450.64, Indonesia, Bandung, Packing, IA3, Christianity, Javanese, 
GGDSPWF6, Full Time Employee, 1992-08-14,30, 2018-03-24, , ,, Male, Separated, M2, JML,43198.48, Belgium, Antwerp, Production, BL2, Islam, Belgian, 
5WL38SHH, Full Time Employee, 1982-10-30,40, 2020-05-31, , ,, Female, Married, M1, JML,35452.57, Netherlands, Eindhoven, Engineering, NL3, Jewish, Dutch, 
H5U3SRYF, Full Time Employee, 1988-03-19,34, 2020-11-08, , ,, Male, Widowed, M2, JML,43198.86, China, Chengdu, HR, CN2, Buddhism, Han Chinese, 
LI41598T, Full Time Employee, 1980-05-19,42, 2020-06-24, 2022-03-15, Return to school,Voluntary, Male, Separated, M3, MML,53052.38, United States, New York, Production, US5, Jewish, White, 
QT1JKQP4, Full Time Employee, 1991-06-07,31, 2017-06-13, , ,, Female, Widowed, M2, JML,43200.2, United Kingdom, London, Packing, UK5, Christianity, White, 
4BZEVDFT, Full Time Employee, 1978-11-11,44, 2017-07-23, , ,, Female, Separated, M2, JML,43198.75, United Kingdom, London, Logistics, UK3, Hindu, Black British, 
1VU5B0H8, Full Time Employee, 1968-03-14,54, 2016-03-22, , ,, Male, Single, M3, MML,53051.66, India, Bangalore, Sales & Marketing, IN2, Islam, Indo-Aryan, 
C6MYZ0AE, Full Time Employee, 1963-08-12,59, 1983-06-24, , ,, Female, Divorced, M3, MML,53049.36, United States, Boise, Production, US1, Islam, White, 
S3YL1XZT, Full Time Employee, 1989-03-16,33, 2013-04-02, , ,, Female, Single, M4, MML,61550.32, Belgium, Ghent, Packing, BL2, Athiest, Belgian, 
NOFXU89X, Full Time Employee, 1985-11-23,37, 2009-09-17, , ,, Male, Separated, M3, MML,53050.7, Italy, Florence, Engineering, IT3, Athiest, Italian, 
C7WJVHTD, Full Time Employee, 1977-11-18,45, 2010-11-23, , ,, Male, Widowed, M7, TML,106450.79, United States, Phoenix, Sales & Marketing, US2, Christianity, African-American, 
TC8XNKE7, Full Time Employee, 1968-07-28,54, 1989-03-21, , ,, Female, Separated, M3, MML,53049.71, Italy, Florence, Production, IT2, Athiest, Italian, 
GQG4U5X5, Full Time Employee, 1999-02-13,24, 2018-07-31, , ,, Male, Divorced, M2, JML,43198.4, Belgium, Ghent, Customer Service, BL1, Jewish, Belgian, 
18SCLLJC, Full Time Employee, 1965-06-22,57, 1999-01-17, , ,, Female, Divorced, M2, JML,43198.72, India, Bangalore, R&D, IN1, Hinduism, Indo-Aryan, 
Q75SAE0N, Full Time Employee, 1970-01-28,53, 2004-12-18, , ,, Male, Single, M1, JML,35451.29, United Kingdom, Jersey, Engineering, UK5, Hindu, White, 
9B55O0YP, Full Time Employee, 1989-11-15,33, 2012-09-04, , ,, Male, Widowed, M5, SML,76547.26, United Kingdom, Jersey, Engineering, UK3, Islam, Asian British, 
EB1RAEDH, Full Time Employee, 1967-11-19,55, 2013-08-29, 2018-12-10, Performance,Involuntary, Male, Divorced, M1, JML,35449.38, Denmark, Copenhagen, Production, DM2, Islam, Danish, 
PO66BXEZ, Full Time Employee, 1999-03-02,23, 2019-05-17, , ,, Male, Single, M3, MML,53052.56, China, Chongqing, HR, CN3, Christianity, Han Chinese, 
Z1Q45FYS, Full Time Employee, 1965-07-10,57, 1994-08-08, , ,, Female, Separated, M2, JML,43192.66, India, Delhi, Engineering, IN1, Islam, Indo-Aryan, 
0QTIUL4S, Full Time Employee, 1988-04-02,34, 2021-12-20, , ,, Female, Separated, M4, MML,61552.25, Netherlands, Rotterdam, Engineering, NL2, Islam, Dutch, 
ZRFY4LLN, Full Time Employee, 1969-01-17,54, 2016-08-05, 2019-02-24, Relocation,Voluntary, Male, Divorced, M1, JML,35448.84, India, Chennai, Sales & Marketing, IN3, Hinduism, Dravidian, 
7H1WNPLY, Full Time Employee, 1975-10-02,47, 2022-09-10, , ,, Male, Divorced, M2, JML,43202.95, Denmark, Esbjerg, Sales & Marketing, DM1, Athiest, Danish, 
9D5AG84P, Casual Employee, 1967-01-19,56, 2023-02-14, , ,, Female, Widowed, M3, MML,53051.2, United States, Phoenix, Engineering, US2, Athiest, White, 
TAPOJGB3, Full Time Employee, 2002-11-04,20, 2022-10-30, , ,, Female, Married, M4, MML,61549.44, Indonesia, Bandung, Logistics, IA3, Islam, Javanese, 
6X1636UJ, Full Time Employee, 1962-10-16,60, 2017-01-28, , ,, Male, Single, M7, TML,106448.27, Belgium, Brussels, Procurement, BL1, Islam, Belgian, 
TPARL581, Full Time Employee, 1995-04-20,27, 2019-03-29, 2020-06-03, Career change,Voluntary, Female, Separated, N2, NML,32750.43, China, Shanghai, Production, CN3, Buddhism, Han Chinese, 
VOI0DBME, Full Time Employee, 2003-03-30,19, 2021-05-13, 2023-01-04, Career change,Voluntary, Female, Single, M2, JML,43199.42, India, Bangalore, Production, IN1, Christianity, Dravidian, 
NU0UUJAB, Full Time Employee, 1978-05-05,44, 2013-07-07, , ,, Male, Single, M2, JML,43202.67, China, Chongqing, Engineering, CN3, Islam, Han Chinese, 
WVPESFQY, Full Time Employee, 1970-09-15,52, 1993-02-14, , ,, Male, Single, M4, MML,61550.52, India, Delhi, Sales & Marketing, IN1, Christianity, Dravidian, 
3S66BYXK, Full Time Employee, 2001-09-18,21, 2021-01-04, , ,, Male, Separated, M1, JML,35451.64, United States, Boston, Customer Service, US5, Islam, White, 
1BQOT428, Full Time Employee, 2004-05-27,18, 2022-06-18, , ,, Male, Married, M3, MML,53050.16, Indonesia, Jakarta, Logistics, IA3, Hinduism, Javanese, 
VNK53O9P, Full Time Employee, 2003-05-12,19, 2021-08-31, 2023-01-04, Gross misconduct,Involuntary, Male, Single, M4, MML,61550.77, United States, Boston, Production, US5, Athiest, White, 
6VF80O2F, Full Time Employee, 1969-01-06,54, 1997-12-10, 1998-02-04, Return to school,Voluntary, Female, Married, M6, SML,95353.67, Belgium, Ghent, Production, BL2, Christianity, Belgian, 
QMM351FD, Full Time Employee, 1971-07-28,51, 2010-08-17, , ,, Male, Separated, M2, JML,43201.5, Indonesia, Surabaya, Production, IA1, Christianity, Javanese, 
H3X39MSZ, Full Time Employee, 1974-08-31,48, 2020-09-03, , ,, Female, Divorced, M3, MML,53051.98, United Kingdom, London, Sales & Marketing, UK1, Jewish, White, 
ICQ9XWZF, Full Time Employee, 1961-11-28,61, 2004-08-12, , ,, Male, Divorced, M5, SML,76551.42, United States, New York, Customer Service, US4, Islam, White, 
3CCFTBHD, Full Time Employee, 1989-05-25,33, 2017-01-05, , ,, Male, Married, M1, JML,35449.2, China, Guangzhou, HR, CN5, Taoism, Hui, 
4HC4TTSM, Full Time Employee, 2005-01-12,18, 2023-02-18, 2023-02-19, Personal Reasons,Voluntary, Male, Separated, M2, JML,43197.2, China, Chongqing, HR, CN4, Buddhism, Han Chinese, 
0EZDRDYL, Full Time Employee, 1997-12-22,25, 2016-04-18, , ,, Male, Separated, M5, SML,76549.86, China, Chongqing, Sales & Marketing, CN3, Buddhism, Han Chinese, 
80B8NRKR, Full Time Employee, 1977-03-19,45, 2009-05-21, , ,, Female, Widowed, M7, TML,106450.23, United States, Boise, Production, US6, Athiest, White, 
5POQ0OIN, Full Time Employee, 1978-02-09,45, 2007-05-03, , ,, Female, Married, M4, MML,61548.66, Netherlands, Rotterdam, Production, NL1, Islam, EU(excluding Dutch), 
8K1ZLXJ4, Casual Employee, 1969-07-01,53, 1992-11-27, 2019-11-18, Relocation,Voluntary, Female, Single, M1, JML,35450.01, United Kingdom, Jersey, R&D, UK1, Islam, White, 
F32IA9ZH, Full Time Employee, 1967-09-02,55, 1997-09-05, , ,, Female, Divorced, M7, TML,106449.26, Denmark, Copenhagen, HR, DM3, Christianity, Danish, 
PQYUQCMR, Full Time Employee, 1963-08-13,59, 1997-09-22, , ,, Female, Divorced, M2, JML,43200.94, Belgium, Antwerp, Customer Service, BL3, Christianity, Moroccan, 
MY9IYNPW, Full Time Employee, 1968-03-11,54, 1999-07-21, , ,, Female, Separated, M2, JML,43202.31, Indonesia, Jakarta, Engineering, IA1, Christianity, Javanese, 
N3UMF6IK, Full Time Employee, 1977-11-27,45, 2018-06-10, , ,, Male, Divorced, M1, JML,35451.14, Netherlands, Rotterdam, Procurement, NL3, Christianity, Dutch, 
VGODERUH, Full Time Employee, 1993-12-29,29, 2019-03-04, , ,, Male, Divorced, M2, JML,43198.87, Netherlands, Rotterdam, Engineering, NL3, Athiest, Dutch, 
MZ07CNDS, Full Time Employee, 1999-01-10,24, 2020-11-06, , ,, Female, Married, M1, JML,35447.73, Belgium, Ghent, Sales & Marketing, BL3, Athiest, Belgian, 
AU7L2V2G, Full Time Employee, 1986-09-04,36, 2007-07-14, , ,, Female, Married, M3, MML,53046.59, United Kingdom, Portsmouth, Production, UK3, Jewish, White, 
903U001Z, Full Time Employee, 1981-04-14,41, 2009-07-17, , ,, Female, Single, N2, NML,32752.51, Indonesia, Jakarta, Production, IA3, Christianity, Javanese, 
LJX21VYD, Full Time Employee, 1999-07-23,23, 2022-03-20, , ,, Male, Separated, M2, JML,43199.62, Italy, Naples, Sales & Marketing, IT1, Islam, Italian, 
Z68MXOFE, Temporary Employee, 1991-10-24,31, 2011-10-19, , ,, Male, Divorced, EC, TML,128096.06, United Kingdom, Warwick, Sales & Marketing, UK3, Jewish, White, 
5BWDGB8R, Full Time Employee, 1965-01-13,58, 1995-03-02, 2014-01-02, Career change,Voluntary, Female, Married, M1, JML,35452.12, Belgium, Ghent, Engineering, BL1, Christianity, Belgian, 
KIHVQS7S, Fixed Term Contractual Employee, 1961-04-26,61, 2002-03-19, , ,, Male, Widowed, M4, MML,61550.46, Indonesia, Surabaya, Production, IA3, Hinduism, Javanese, 
BCLV3C9T, Full Time Employee, 1982-01-28,41, 2006-07-26, 2007-01-29, Return to school,Voluntary, Male, Divorced, M1, JML,35451.84, United States, Boston, Engineering, US6, Athiest, White, 
J0Z937M4, Full Time Employee, 1990-07-13,32, 2009-06-24, , ,, Female, Married, M2, JML,43200.23, United Kingdom, Warwick, Production, UK4, Hindu, Asian British, 
DEIHCEDP, Full Time Employee, 1975-09-12,47, 1995-08-08, , ,, Female, Separated, M2, JML,43199.76, Indonesia, Bandung, Engineering, IA1, Islam, Javanese, 
DEOYOR87, Full Time Employee, 1994-09-22,28, 2021-10-08, , ,, Female, Divorced, M4, MML,61552.14, United Kingdom, London, Production, UK2, Hindu, White, 
TY3KWS6M, Full Time Employee, 1966-11-25,56, 1990-04-29, 2020-03-01, Performance,Involuntary, Male, Widowed, M3, MML,53048.77, Indonesia, Bandung, Engineering, IA3, Hinduism, Javanese, 
GG4Y8HK1, Wage Boarder, 1978-01-03,45, 2018-09-16, , ,, Male, Widowed, EC, TML,128103.56, United States, New York, Engineering, US2, Athiest, White, 
MXG3WYW1, Full Time Employee, 1993-02-06,30, 2014-04-28, , ,, Male, Widowed, M6, SML,95352.02, Belgium, Antwerp, Production, BL1, Christianity, Belgian, 
TID8Y7JP, Full Time Employee, 1987-06-27,35, 2005-11-07, , ,, Female, Divorced, M1, JML,35449.82, Belgium, Antwerp, Sales & Marketing, BL1, Athiest, Moroccan, 
4HYQPTY4, Full Time Employee, 1975-11-04,47, 2002-08-06, , ,, Male, Divorced, M1, JML,35450.1, United States, Boise, Production, US3, Athiest, African-American, 
26SFO1O7, Full Time Employee, 1964-08-18,58, 2020-11-17, 2021-07-21, Performance,Involuntary, Female, Divorced, M4, MML,61551.14, Belgium, Brussels, Production, BL1, Jewish, Belgian, 
PWXQ899S, Full Time Employee, 1987-05-09,35, 2020-02-29, , ,, Male, Separated, M2, JML,43199.81, United Kingdom, Warwick, Logistics, UK2, Hindu, White, 
MF2JH3ZM, Full Time Employee, 1999-12-10,23, 2019-08-25, , ,, Male, Widowed, M4, MML,61545.84, Indonesia, Bandung, Production, IA1, Hinduism, Sundanese, 
75K3E2PP, Full Time Employee, 1992-06-25,30, 2019-01-03, , ,, Male, Separated, M2, JML,43200.99, Italy, Florence, Engineering, IT1, Christianity, Italian, 
Y62BWJMV, Full Time Employee, 1964-12-19,58, 2019-09-14, 2022-06-30, Relocation,Voluntary, Female, Separated, M3, MML,53047.91, Belgium, Antwerp, Procurement, BL3, Islam, Belgian, 
59TBZ0S0, Casual Employee, 1974-07-14,48, 2010-05-18, , ,, Male, Divorced, N2, NML,32754.59, China, Chengdu, Engineering, CN2, Taoism, Han Chinese, 
C1YLQDNI, Full Time Employee, 1993-09-23,29, 2012-01-17, 2013-06-16, Career change,Voluntary, Female, Separated, M4, MML,61552.62, Indonesia, Bandung, Sales & Marketing, IA2, Hinduism, Javanese, 
X6KM4XJE, Full Time Employee, 1971-08-11,51, 2020-05-25, 2022-04-27, Performance,Involuntary, Female, Married, M4, MML,61551.38, Netherlands, Amsterdam, Sales & Marketing, NL3, Athiest, Dutch, 
MR0DDQ8M, Full Time Employee, 2004-08-02,18, 2022-10-05, , ,, Female, Single, M2, JML,43199, Denmark, Aalborg, HR, DM2, Islam, Danish, 
1LTRJC9A, Full Time Employee, 1980-12-02,42, 2018-11-10, , ,, Female, Divorced, M2, JML,43198.34, China, Peking, Procurement, CN6, Christianity, Han Chinese, 
I7HUB123, Fixed Term Contractual Employee, 1971-02-04,52, 2003-01-24, , ,, Female, Separated, M4, MML,61551.32, United Kingdom, York, Production, UK3, Christianity, White, 
8KOK7YIK, Full Time Employee, 1982-08-30,40, 2020-12-23, , ,, Male, Widowed, M1, JML,35453.27, Belgium, Ghent, Customer Service, BL3, Islam, Belgian, 
31C2AN9V, Full Time Employee, 1967-04-01,55, 1995-09-18, , ,, Female, Separated, M2, JML,43197.71, Indonesia, Surabaya, Customer Service, IA3, Islam, Javanese, 
XZ725B1T, Full Time Employee, 1984-07-10,38, 2017-08-25, , ,, Male, Single, M1, JML,35449.23, China, Chengdu, Production, CN4, Buddhism, Han Chinese, 
1A62YZKQ, Full Time Employee, 1983-07-12,39, 2016-03-15, 2019-07-11, Career change,Voluntary, Female, Divorced, M1, JML,35453.49, United Kingdom, Warwick, Customer Service, UK3, Islam, Black British, 
NCUTMBA3, Full Time Employee, 1986-06-12,36, 2020-01-17, , ,, Male, Married, M1, JML,35447.46, Italy, Rome, Stores, IT1, Christianity, Italian, 
3UO8DYAZ, Full Time Employee, 1982-09-22,40, 2012-03-07, , ,, Male, Widowed, M4, MML,61553.82, India, Bangalore, Logistics, IN1, Sikhism, Dravidian, 
7DHQ18S6, Full Time Employee, 1979-08-19,43, 2020-12-03, , ,, Female, Divorced, M1, JML,35451.7, United States, New York, Production, US4, Jewish, White, 
AZE8VQYG, Full Time Employee, 1977-09-03,45, 2011-08-25, 2022-01-12, Performance,Involuntary, Female, Widowed, M2, JML,43199.24, China, Beijing, Engineering, CN6, Athiest, Han Chinese, 
3TT0WMJA, Full Time Employee, 1989-03-09,33, 2013-12-28, , ,, Female, Separated, M2, JML,43201.82, Italy, Nice, Engineering, IT1, Athiest, Italian, 
UR34YH8C, Full Time Employee, 1991-10-22,31, 2010-09-05, , ,, Male, Widowed, M3, MML,53050.87, Denmark, Copenhagen, Engineering, DM2, Islam, Danish, 
3FB8RFPX, Full Time Employee, 1973-01-11,50, 2013-09-05, , ,, Female, Separated, EC, TML,128101.34, Denmark, Esbjerg, Packing, DM2, Athiest, Danish, 
I7KSD7TC, Full Time Employee, 1986-12-17,36, 2020-01-25, , ,, Male, Widowed, M2, JML,43198.56, India, Bangalore, Logistics, IN1, Jainism, Indo-Aryan, 
739SYKE0, Full Time Employee, 1965-09-23,57, 1999-03-24, , ,, Female, Separated, M1, JML,35444.66, India, Hyderabad, Production, IN4, Jainism, Indo-Aryan, 
T56B7O54, Full Time Employee, 1979-07-31,43, 2018-08-28, , ,, Male, Married, M2, JML,43200.15, India, Delhi, Production, IN4, Sikhism, Indo-Aryan, 
R076PYSO, Full Time Employee, 1972-09-12,50, 2001-01-12, , ,, Female, Separated, M3, MML,53050.52, Italy, Naples, Logistics, IT2, Athiest, Italian, 
D86V3IP2, Full Time Employee, 1984-05-13,38, 2009-10-22, , ,, Male, Married, M5, SML,76549.89, Belgium, Brussels, Stores, BL2, Athiest, Belgian, 
BDI31S3V, Full Time Employee, 1999-05-29,23, 2021-03-20, , ,, Male, Single, M4, MML,61548.05, Netherlands, Eindhoven, Customer Service, NL4, Athiest, Dutch, 
KXH68QZ0, Full Time Employee, 1961-05-30,61, 2003-02-14, , ,, Male, Divorced, M5, SML,76547.78, United Kingdom, York, Customer Service, UK4, Islam, White, 
LYE9XYZB, Full Time Employee, 1993-05-10,29, 2021-01-09, , ,, Female, Married, M2, JML,43201.04, Italy, Rome, Sales & Marketing, IT2, Islam, Italian, 
7JHZV07P, Full Time Employee, 1996-11-08,26, 2020-06-09, , ,, Male, Divorced, M2, JML,43202.73, Denmark, Copenhagen, Customer Service, DM1, Jewish, Danish, 
9OU0RLWE, Full Time Employee, 1968-04-15,54, 2009-06-15, , ,, Female, Widowed, M2, JML,43198.61, United Kingdom, Warwick, Engineering, UK1, Hindu, White, 
IEXJHI65, Full Time Employee, 2004-07-12,18, 2022-10-01, , ,, Male, Widowed, M1, JML,35452.05, Belgium, Ghent, Customer Service, BL3, Islam, Moroccan, 
KK1JVMFX, Full Time Employee, 1988-04-22,34, 2022-06-24, , ,, Male, Single, M5, SML,76549.98, Indonesia, Jakarta, Procurement, IA2, Islam, Sundanese, 
K10DPNTF, Full Time Employee, 1985-02-25,38, 2016-12-29, , ,, Female, Separated, M1, JML,35448.11, Belgium, Brussels, Sales & Marketing, BL1, Islam, Belgian, 
SQL4VNKV, Full Time Employee, 1987-02-11,36, 2017-08-26, , ,, Female, Divorced, M3, MML,53051.31, Indonesia, Bandung, Engineering, IA2, Hinduism, Javanese, 
7KJ23637, Full Time Employee, 1985-11-24,37, 2016-11-04, , ,, Female, Married, M3, MML,53051.66, United Kingdom, Jersey, Engineering, UK2, Hindu, Asian British, 
OXHNCK9Y, Temporary Employee, 1989-12-17,33, 2020-07-05, , ,, Female, Divorced, M4, MML,61548.97, Netherlands, Amsterdam, Engineering, NL3, Islam, Dutch, 
LFSSJW2V, Full Time Employee, 1995-08-01,27, 2016-07-26, , ,, Male, Married, M2, JML,43198.77, United States, New York, Production, US5, Christianity, White, 
0GORDYVZ, Full Time Employee, 2000-06-23,22, 2022-11-28, , ,, Male, Single, M1, JML,35448.77, Italy, Naples, Packing, IT3, Christianity, Greek-Italian, 
IUSJMX3Y, Full Time Employee, 1969-06-26,53, 1990-09-11, , ,, Female, Married, N2, NML,32751.25, China, Beijing, Logistics, CN2, Islam, Han Chinese, 
F5B557FD, Full Time Employee, 1999-08-31,23, 2019-05-27, 2022-12-30, Medical issues,Voluntary, Male, Married, M1, JML,35450.75, China, Chengdu, Packing, CN1, Islam, Hui, 
R9VMIJ43, Full Time Employee, 1961-12-03,61, 1990-04-09, , ,, Male, Single, M2, JML,43200.34, Netherlands, Amsterdam, Engineering, NL1, Jewish, Dutch, 
MWL3G25Q, Full Time Employee, 2004-11-30,18, 2023-01-28, , ,, Male, Single, M2, JML,43201.21, Netherlands, Eindhoven, Engineering, NL3, Athiest, Dutch, 
M3R98BFG, Full Time Employee, 1981-01-19,42, 2020-04-14, , ,, Male, Single, M2, JML,43201.08, Netherlands, Eindhoven, Procurement, NL4, Islam, Dutch, 
HIZWOW7W, Full Time Employee, 1984-08-26,38, 2013-12-14, , ,, Female, Divorced, M2, JML,43198.31, China, Guangzhou, Stores, CN4, Athiest, Han Chinese, 
X1WI52KR, Full Time Employee, 1967-01-12,56, 1989-03-01, 1992-03-09, Relocation,Voluntary, Female, Widowed, M5, SML,76548.23, Indonesia, Surabaya, Production, IA2, Hinduism, Javanese, 
QB76FD7Q, Full Time Employee, 1975-03-24,47, 2017-09-24, , ,, Female, Divorced, M4, MML,61553.32, United States, Boise, Sales & Marketing, US3, Islam, White, 
IMPEH00T, Full Time Employee, 1994-09-16,28, 2014-02-10, , ,, Female, Single, M2, JML,43203.25, Italy, Nice, Production, IT2, Christianity, Italian, 
RE0YBJWG, Full Time Employee, 1967-10-29,55, 2019-05-20, , ,, Male, Widowed, M2, JML,43203.52, United States, Phoenix, Sales & Marketing, US2, Athiest, White, 
SUBH85SU, Full Time Employee, 2001-07-29,21, 2020-08-27, , ,, Male, Single, M3, MML,53051.17, Denmark, Copenhagen, Engineering, DM2, Islam, Danish, 
YH9D6SMB, Full Time Employee, 1964-09-24,58, 2014-09-23, , ,, Male, Married, M3, MML,53051.19, Belgium, Brussels, Engineering, BL2, Athiest, Belgian, 
BUCB1SQ3, Full Time Employee, 1973-10-18,49, 2000-01-06, , ,, Male, Separated, M5, SML,76551.97, Italy, Nice, Engineering, IT2, Athiest, Italian, 
PIGMGLE0, Full Time Employee, 1981-03-30,41, 2011-05-20, , ,, Female, Single, M4, MML,61549.71, United States, New York, Customer Service, US6, Jewish, White, 
8Y8GAMV2, Full Time Employee, 1963-12-06,59, 2000-08-25, 2010-12-31, Relocation,Voluntary, Male, Single, M3, MML,53048.65, Denmark, Esbjerg, Sales & Marketing, DM1, Islam, Danish, 
K1XNXOY5, Fixed Term Contractual Employee, 1989-02-04,34, 2014-03-14, , ,, Female, Divorced, M2, JML,43198.47, China, Guangzhou, Production, CN3, Athiest, Han Chinese, 
F50L0EKJ, Full Time Employee, 1998-06-21,24, 2020-06-04, , ,, Female, Married, M1, JML,35450.36, India, Bangalore, Production, IN3, Hinduism, Dravidian, 
PVS77V82, Full Time Employee, 2003-06-15,19, 2022-11-09, , ,, Male, Divorced, M4, MML,61550.2, India, Vizag, Engineering, IN4, Buddhism, Dravidian, 
8KM7S63L, Full Time Employee, 1992-11-28,30, 2016-10-06, 2020-12-26, Career change,Voluntary, Male, Single, M2, JML,43200.18, Italy, Rome, Production, IT2, Athiest, Italian, 
